character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
地中海	2759	9999999		3	Địa Trung Hải	Mediterranean Sea, Mediterranean				
地中海	3608	9999999		3	Địa Trung Hải	Mediterranean Sea, Mediterranean				
中學	885	9999999		2	trung học	high school, secondary school				
中學	1188	9999999		2	trung học	high school, secondary school				
中心研究	886	9999999		4	trung tâm nghiên cứu	research center				
中心研究	1527	9999999		4	trung tâm nghiên cứu	research center				
中心研究	3054	9999999		4	trung tâm nghiên cứu	research center				
中心研究	3899	9999999		4	trung tâm nghiên cứu	research center				
沔中	889	9999999		2	miền trung	central region; central Vietnam				
沔中	1756	9999999		2	miền trung	central region; central Vietnam				
禮中秋	891	9999999		3	lễ trung thu	mid-autumn festival				
禮中秋	939	9999999		3	lễ trung thu	mid-autumn festival				
禮中秋	1965	9999999		3	lễ trung thu	mid-autumn festival				
嫩𥘷	900	9999999		2	non trẻ	young, of tender age				
嫩𥘷	3685	9999999		2	non trẻ	young, of tender age				
𠸜俗	905	9999999		2	tên tục	birth name				
𠸜俗	3236	9999999		2	tên tục	birth name				
𨖅𠸜	906	9999999		2	sang tên	to transfer				
𨖅𠸜	1779	9999999		2	sang tên	to transfer				
𥏌焒	908	9999999		2	tên lửa	rocket, missile				
𥏌焒	3007	9999999		2	tên lửa	rocket, missile				
𣦍實	912	9999999		2	ngay thật	sincere; honest				
𣦍實	1376	9999999		2	ngay thật	sincere; honest				
殷勤	919	9999999		2	ân cần	thoughtful, solicitous				
勤要	920	9999999		2	cần yếu	indispensable, essential, important				
勤要	1058	9999999		2	cần yếu	indispensable, essential, important				
𢲧𡀯	925	9999999		2	gây chuyện	to be quarrelsome; to pick a quarrel (with sb.)				
𢲧𡀯	1675	9999999		2	gây chuyện	to be quarrelsome; to pick a quarrel (with sb.)				
𨢇禮	937	9999999		2	rượu lễ	sacramental wine				
𨢇禮	2883	9999999		2	rượu lễ	sacramental wine				
禮儀	938	9999999		2	lễ nghi	rites, rituals				
禮教	940	9999999		2	lễ giáo	rites, ethical behaviour				
禮教	3369	9999999		2	lễ giáo	rites, ethical behaviour				
帝國德	955	9999999		3	đế quốc đức	German Empire				
帝國德	1691	9999999		3	đế quốc đức	German Empire				
帝國德	2836	9999999		3	đế quốc đức	German Empire				
王國西班牙	956	9999999		5	Vương Quốc Tây Ban Nha	Kingdom of Spain				
王國西班牙	1850	9999999		5	Vương Quốc Tây Ban Nha	Kingdom of Spain				
王國西班牙	1882	9999999		5	Vương Quốc Tây Ban Nha	Kingdom of Spain				
王國西班牙	2691	9999999		5	Vương Quốc Tây Ban Nha	Kingdom of Spain				
王國丹麥	957	9999999		4	Vương quốc Đan Mạch	Kingdom of Denmark				
王國丹麥	2692	9999999		4	Vương quốc Đan Mạch	Kingdom of Denmark				
國營	958	9999999		2	quốc doanh	state-run, state-managed				
國營	3749	9999999		2	quốc doanh	state-run, state-managed				
英國	959	9999999		2	anh quốc	United Kingdom of Great Britain and Northern Ireland, England (colloquial)				
英國	3668	9999999		2	anh quốc	United Kingdom of Great Britain and Northern Ireland, England (colloquial)				
王國英	960	9999999		3	vương quốc anh	Kingdom of England				
王國英	2693	9999999		3	vương quốc anh	Kingdom of England				
王國英	3669	9999999		3	vương quốc anh	Kingdom of England				
朝高	967	9999999		2	chiều cao	height				
朝高	2092	9999999		2	chiều cao	height				
高賖	968	9999999		2	cao xa	unattainable				
高賖	1531	9999999		2	cao xa	unattainable				
高點	969	9999999		2	cao điểm	peak, height, highest level				
高點	1698	9999999		2	cao điểm	peak, height, highest level				
高上	970	9999999		2	cao thượng	high-minded, noble				
高上	2910	9999999		2	cao thượng	high-minded, noble				
高𢢲	971	9999999		2	cao đẹp	lofty and beautiful				
高𢢲	1132	9999999		2	cao đẹp	lofty and beautiful				
高棉	972	9999999		2	Cao Miên	Cambodia, Khmer				
步行	977	9999999		2	bộ hành	pedestrian				
步行	1112	9999999		2	bộ hành	pedestrian				
𧼋步	978	9999999		2	chạy bộ	to run, to walk, to do jogging				
𧼋步	1983	9999999		2	chạy bộ	to run, to walk, to do jogging				
淎北部	981	9999999		3	Vịnh Bắc Bộ	Gulf of Tonkin				
淎北部	1547	9999999		3	Vịnh Bắc Bộ	Gulf of Tonkin				
部首	982	9999999		2	bộ thủ	characer radical				
部首	2817	9999999		2	bộ thủ	characer radical				
部下	983	9999999		2	bộ hạ	subordinate				
部下	3131	9999999		2	bộ hạ	subordinate				
下部	984	9999999		2	hạ bộ	lower part of the abdomen				
下部	3132	9999999		2	hạ bộ	lower part of the abdomen				
包書	990	9999999		2	bao thơ	envelope				
包書	3073	9999999		2	bao thơ	envelope				
書電子	991	9999999		3	thư điện tử	E-mail				
書電子	2251	9999999		3	thư điện tử	E-mail				
書電子	2608	9999999		3	thư điện tử	E-mail				
斤書	992	9999999		2	cân thư	letter balance				
斤書	3792	9999999		2	cân thư	letter balance				
盒書	994	9999999		2	hộp thư	post office box				
盒書	3683	9999999		2	hộp thư	post office box				
最後書	995	9999999		3	tối hậu thư	ultimatum				
最後書	2403	9999999		3	tối hậu thư	ultimatum				
最後書	3426	9999999		3	tối hậu thư	ultimatum				
祝書	996	9999999		2	chúc thư	testament, will				
祝書	3706	9999999		2	chúc thư	testament, will				
彈爭	1002	9999999		2	đàn tranh	vietnamese zither				
彈爭	3168	9999999		2	đàn tranh	vietnamese zither				
傳幀	1005	9999999		2	truyện tranh	comic				
傳幀	1506	9999999		2	truyện tranh	comic				
包𢬣	1009	9999999		2	bao tay	glove				
包𢬣	3074	9999999		2	bao tay	glove				
蹎𢬣	1010	9999999		2	chân tay	limbs				
蹎𢬣	1989	9999999		2	chân tay	limbs				
𢬣𤽸	1011	9999999		2	tay trắng	bare hands				
𢬣𤽸	2494	9999999		2	tay trắng	bare hands				
𢭲𢬣	1012	9999999		2	vói tay	to reach (out) for sth., to strech out one's arm (for sth.)				
𢭲𢬣	3865	9999999		2	vói tay	to reach (out) for sth., to strech out one's arm (for sth.)				
𢝙𢚸	1014	9999999		2	vui lòng	to be content, pleased, happy				
𢝙𢚸	1365	9999999		2	vui lòng	to be content, pleased, happy				
信息	1017	9999999		2	tin tức	news, message, information				
信息	2887	9999999		2	tin tức	news, message, information				
德信	1018	9999999		2	đức tin	creed, faith				
德信	1689	9999999		2	đức tin	creed, faith				
吀嘲	1021	9999999		2	xin chào	(common greeting); Good afternoon/evening!				
吀嘲	3475	9999999		2	xin chào	(common greeting); Good afternoon/evening!				
求吀	1022	9999999		2	cầu xin	to solicit, to ask for, to beg for				
求吀	1970	9999999		2	cầu xin	to solicit, to ask for, to beg for				
民黰	1031	9999999		2	dân đen	mob, rabbel				
民黰	2719	9999999		2	dân đen	mob, rabbel				
民舉	1032	9999999		2	dân cử	elective, people-elected				
民舉	3256	9999999		2	dân cử	elective, people-elected				
民權	1033	9999999		2	dân quyền	civic rights				
民權	2623	9999999		2	dân quyền	civic rights				
民衛	1034	9999999		2	dân vệ	The people's self-defence corps				
民衛	3780	9999999		2	dân vệ	The people's self-defence corps				
聯省	1036	9999999		2	liên tỉnh	inter-provincial				
聯省	2219	9999999		2	liên tỉnh	inter-provincial				
過𡗋	1040	9999999		2	quá lắm	too much				
過𡗋	1944	9999999		2	quá lắm	too much				
盤咹	1045	9999999		2	bàn ăn	dinner table				
盤咹	2942	9999999		2	bàn ăn	dinner table				
咹試	1046	9999999		2	ăn thử	to sample (food), to taste				
咹試	1869	9999999		2	ăn thử	to sample (food), to taste				
式咹	1047	9999999		2	thức ăn	food				
式咹	2728	9999999		2	thức ăn	food				
房咹	1048	9999999		2	phòng ăn	dining room				
房咹	1926	9999999		2	phòng ăn	dining room				
貪咹	1049	9999999		2	tham ăn	greedy, covetous				
貪咹	2678	9999999		2	tham ăn	greedy, covetous				
店咹	1050	9999999		2	tiệm ăn	restaurant				
店咹	3148	9999999		2	tiệm ăn	restaurant				
油咹	1051	9999999		2	dầu ăn	cooking oil, edible oil				
油咹	1577	9999999		2	dầu ăn	cooking oil, edible oil				
咹𢜠	1052	9999999		2	ăn mừng	to celebrate with a feast				
咹𢜠	3153	9999999		2	ăn mừng	to celebrate with a feast				
𦓅要	1059	9999999		2	già yếu	decrepit, old and feeble				
𦓅要	2641	9999999		2	già yếu	decrepit, old and feeble				
𡮈要	1060	9999999		2	nhỏ yếu	small and weak				
𡮈要	1140	9999999		2	nhỏ yếu	small and weak				
必要	1061	9999999		2	tất yếu	indispensable				
必要	3736	9999999		2	tất yếu	indispensable				
重要	1063	9999999		2	trọng yếu	essential				
重要	1389	9999999		2	trọng yếu	essential				
要點	1064	9999999		2	yếu điểm	the essential point, the main point				
要點	1700	9999999		2	yếu điểm	the essential point, the main point				
要人	1065	9999999		2	yếu nhân	very important person, (abbr. VIP)				
要人	2020	9999999		2	yếu nhân	very important person, (abbr. VIP)				
𡞕重	1068	9999999		2	vợ chồng	couple, maried couple				
𡞕重	1386	9999999		2	vợ chồng	couple, maried couple				
㹥𣩂	1073	9999999		2	chó chết	damn, damned (colloquial)				
㹥𣩂	3143	9999999		2	chó chết	damn, damned (colloquial)				
𣩂𨅸	1074	9999999		2	chết đứng	to be thunderstruck, to be stunned				
𣩂𨅸	2130	9999999		2	chết đứng	to be thunderstruck, to be stunned				
𣩂吒	1075	9999999		2	chết cha	damn it, damn, damned (colloquial)				
𣩂吒	2226	9999999		2	chết cha	damn it, damn, damned (colloquial)				
場𠖤	1083	9999999		2	trường bay	airport				
場𠖤	2260	9999999		2	trường bay	airport				
場大學	1084	9999999		3	trường đại học	university				
場大學	1180	9999999		3	trường đại học	university				
場大學	1596	9999999		3	trường đại học	university				
場小學	1085	9999999		3	trường tiểu học	elementary school				
場小學	1189	9999999		3	trường tiểu học	elementary school				
場小學	3419	9999999		3	trường tiểu học	elementary school				
價市場	1086	9999999		3	giá thị trường	market price, market rate, market value				
價市場	1588	9999999		3	giá thị trường	market price, market rate, market value				
價市場	2155	9999999		3	giá thị trường	market price, market rate, market value				
媒場學	1087	9999999		3	môi trường học	environmental sciences, ecology, mesology				
媒場學	1198	9999999		3	môi trường học	environmental sciences, ecology, mesology				
媒場學	3587	9999999		3	môi trường học	environmental sciences, ecology, mesology				
魚場	1088	9999999		2	ngư trường	fishing grounds				
魚場	3786	9999999		2	ngư trường	fishing grounds				
黨長	1094	9999999		2	đảng trưởng	party leader				
黨長	2499	9999999		2	đảng trưởng	party leader				
隊長	1095	9999999		2	đội trưởng	leader of a working gang; leader of a group				
隊長	2270	9999999		2	đội trưởng	leader of a working gang; leader of a group				
科長	1096	9999999		2	khoa trưởng	dean, head of a university department				
科長	3385	9999999		2	khoa trưởng	dean, head of a university department				
𡖡長	1097	9999999		2	nhóm trưởng	group leader, team leader				
𡖡長	2321	9999999		2	nhóm trưởng	group leader, team leader				
生長	1098	9999999		2	sinh trưởng	to grow up, to grow				
生長	2304	9999999		2	sinh trưởng	to grow up, to grow				
師長	1099	9999999		2	sư trưởng	master, mastermind; military division commander				
師長	3293	9999999		2	sư trưởng	master, mastermind; military division commander				
首長	1100	9999999		2	thủ trưởng	chief officer				
首長	2816	9999999		2	thủ trưởng	chief officer				
長科	1101	9999999		2	trưởng khoa	dean, head of a university department				
長科	3386	9999999		2	trưởng khoa	dean, head of a university department				
銀行𧖱	1113	9999999		3	ngân hàng máu	blood bank				
銀行𧖱	3112	9999999		3	ngân hàng máu	blood bank				
銀行𧖱	3807	9999999		3	ngân hàng máu	blood bank				
交行	1114	9999999		2	giao hàng	to deliver goods				
交行	3244	9999999		2	giao hàng	to deliver goods				
德行	1115	9999999		2	đức hạnh	righteousness and good character				
德行	1688	9999999		2	đức hạnh	righteousness and good character				
行𡦂	1116	9999999		2	hàng chữ	line of text				
行𡦂	1952	9999999		2	hàng chữ	line of text				
航海	1120	9999999		2	hàng hải	navigation (nautical)				
航海	2756	9999999		2	hàng hải	navigation (nautical)				
𦖑唏	1124	9999999		2	nghe hơi	to know from hearsay				
𦖑唏	2833	9999999		2	nghe hơi	to know from hearsay				
𢢲老	1128	9999999		2	đẹp lão	hale, hale and hearty				
𢢲老	3171	9999999		2	đẹp lão	hale, hale and hearty				
𢢲縁	1129	9999999		2	đệp duyên	to make a match between two people				
𢢲縁	3397	9999999		2	đệp duyên	to make a match between two people				
𢢲𢚸	1131	9999999		2	đẹp lòng	to be satisfied, to be pleased				
𢢲𢚸	1364	9999999		2	đẹp lòng	to be satisfied, to be pleased				
字典	1134	9999999		2	tự điển	dictionary (of characters)				
字典	3534	9999999		2	tự điển	dictionary (of characters)				
紅十字	1135	9999999		3	hồng thập tự	Red Cross				
紅十字	2412	9999999		3	hồng thập tự	Red Cross				
紅十字	3114	9999999		3	hồng thập tự	Red Cross				
𠢞拖	1137	9999999		2	giúp đỡ	to help, to assist				
𠢞拖	3064	9999999		2	giúp đỡ	to help, to assist				
𠊟𡮈	1141	9999999		2	thằng nhỏ	little guy; the younger (of two males)				
𠊟𡮈	2379	9999999		2	thằng nhỏ	little guy; the younger (of two males)				
仉𡮈	1142	9999999		2	kẻ nhỏ	the average, the ordinary man				
仉𡮈	2340	9999999		2	kẻ nhỏ	the average, the ordinary man				
姅务	1145	9999999		2	nửa mùa	half-baked				
姅务	1654	9999999		2	nửa mùa	half-baked				
庄𠯆	1147	9999999		2	chẳng nữa	otherwise				
庄𠯆	1661	9999999		2	chẳng nữa	otherwise				
𫀅常	1155	9999999		2	coi thương	to think little of				
𫀅常	2323	9999999		2	coi thương	to think little of				
易常	1156	9999999		2	dễ thường	probably, possibly				
易常	2702	9999999		2	dễ thường	probably, possibly				
五常	1158	9999999		2	ngũ thường	the five constant virtues of Confucianism				
五常	3796	9999999		2	ngũ thường	the five constant virtues of Confucianism				
失常	1159	9999999		2	thất thường	irregular, erratic				
失常	3625	9999999		2	thất thường	irregular, erratic				
常日	1161	9999999		2	thường nhật	daily				
常日	1831	9999999		2	thường nhật	daily				
常常	1162	9999999		2	thường thường	usually				
學問	1181	9999999		2	học vấn	knowledge, learning, literacy				
