number	Freq.	Unicode	Text	syllables	QN	English
1317	9999999.00		𡗉𠳒	2	nhiều lời	talkative, garrulous, gossip
1318	9999999.00		𡨹𠳒	2	giữ lời	to keep one's word
1319	9999999.00		𠃣𠳒	2	ít lời	uncommunicative, ineloquent
1321	9999999.00		歇唏	2	hết hơi	out of breath, breathless
1322	9999999.00		𡢐歇	2	sau hết	finally, at the end
1323	9999999.00		歇哿	2	hết cả	all and sundry, all without exception
1324	9999999.00		歇务	2	hết mùa	out of season
1330	9999999.00		認别	2	nhận biết	to realize, to recognize; to identify
1331	9999999.00		認𩈘	2	nhận mặt	to identify, to reveal
1335	9999999.00		於兜	2	ở đâu	where
1336	9999999.00		兜低	2	đâu đây	somewhere
1339	9999999.00		傳聲	2	truyền thanh	radio
1340	9999999.00		回聲	2	hồi thanh	echo
1342	9999999.00		青年	2	thanh niên	youth, juvenile, young person
1343	9999999.00		青天	2	thanh thiên	blue sky, clear sky
1344	9999999.00		青龍	2	thanh long	The Azure Dragon (representing the east)
1348	9999999.00		清心	2	thanh tâm	pure mind
1351	9999999.00		今古	2	kim cổ	the present and the past
1352	9999999.00		音樂古典	4	âm nhạc cổ điển	classical music
1353	9999999.00		蒙古	2	Mông Cổ	Mongolia
1354	9999999.00		考古學	3	khảo cổ học	archaeology
1355	9999999.00		古生物學	4	cổ sinh vật học	paleontology
1356	9999999.00		古都	2	cổ đô	ancient capital
1358	9999999.00		𤳄爲	2	bởi vì	because
1360	9999999.00		𢚸卒	2	lòng tốt	kind, kindness
1361	9999999.00		𢞂𢚸	2	buồn lòng	melancholic, heavy-hearted
1362	9999999.00		焒𢚸	2	lửa lòng	lust, desire
1363	9999999.00		𧁷𢚸	2	khó lòng	unlikely
1364	9999999.00		𢢲𢚸	2	đẹp lòng	to be satisfied, to be pleased
1365	9999999.00		𢝙𢚸	2	vui lòng	to be content, pleased, happy
1366	9999999.00		屬𢚸	2	thuộc lòng	(to know or learn something) by heart
1367	9999999.00		學屬𢚸	3	học thuộc lòng	to memorize, to learn something by heart
1368	9999999.00		𡨹𢚸	2	giữ lòng	to take care of ones heart
1372	9999999.00		𠬠兆	2	một triệu	one million
1375	9999999.00		𣦍𥐉	2	ngay ngắn	neat, tidy
1376	9999999.00		𣦍實	2	ngay thật	sincere; honest
1378	9999999.00		𧵆賖	2	gần xa	near and far, everywhere
1382	9999999.00		日用	2	nhật dụng	for everyday use
1383	9999999.00		通用	2	thông dụng	common use, commonly used
1386	9999999.00		𡞕重	2	vợ chồng	couple, maried couple
1387	9999999.00		茹重	2	nhà chồng	the husband's family
1388	9999999.00		㛪重	2	em chồng	younger brother or sister in law
1389	9999999.00		重要	2	trọng yếu	essential
1392	9999999.00		㛪𫯳	2	em chồng	brother in law, sister in law
1393	9999999.00		茹𫯳	2	nhà chồng	the husband's family
1401	9999999.00		分𤖹	2	phân lớp	subclass
1402	9999999.00		分𢺺	2	phân chia	to divide
1403	9999999.00		分佈	2	phân bố	to distribute, to dispose
1404	9999999.00		分類	2	phân loại	to classify; classification
1405	9999999.00		分類學	3	phân loại học	taxonomy, systematics
1406	9999999.00		分工	2	phần công	to allot, to assign
1407	9999999.00		合分	2	hợp phần	constituent, component
1408	9999999.00		口分	2	khẩu phần	ration
1409	9999999.00		分𡗉	2	phần nhiều	most, the greatest part
1410	9999999.00		分子	2	phần tử	element
1411	9999999.00		分役	2	phần việc	one's job, one's responsibility
1416	9999999.00		玉女	2	ngọc nữ	beautiful girl; fairy
1417	9999999.00		女學堂	3	nữ học đường	school for girls, girl's school
1424	9999999.00		曠空	2	khoảng không	space (including atmosphere)
1428	9999999.00		𠸥𫥨	2	kể ra	in fact, to be fair
1434	9999999.00		海關	2	hải quan	customs, customs duty office
1435	9999999.00		關心	2	quan tâm	to care about sth., to be interested in sth./so.
1439	9999999.00		觀音	2	quan âm	Quan Am, goddess of mercy
1447	9999999.00		湖水	2	hồ thuỷ	pale blue
1450	9999999.00		論拠	2	luận cứ	foundation (of a thesis), basis of argumentation
1451	9999999.00		拠點	2	cứ điểm	entrenched fortification
1457	9999999.00		务春	2	mùa xuân	spring (season)
1458	9999999.00		回春	2	hồi xuân	change of life, menopause
1462	9999999.00		意𢣂	2	ý nghĩ	thought, idea
1463	9999999.00		感𢣂	2	cảm nghĩ	feelings, impressions, sentiment
1464	9999999.00		𧁷𢣂	2	khó nghĩ	to be at a loss
1465	9999999.00		𢣂䏾	2	nghĩ bụng	to think to oneself
1470	9999999.00		紙報	2	giấy báo	newsprint
1474	9999999.00		𣷷日本	3	biển nhật bản	sea of japan
1475	9999999.00		日本	2	nhật bản	Japan; japanese
1476	9999999.00		大本營	3	đại bản doanh	headquarters, head office
1477	9999999.00		本營	2	bản doanh	headquarters, head office
1483	9999999.00		適意	2	thích ý	to be satisfied
1489	9999999.00		感傷	2	cảm thương	to feel pity for
1490	9999999.00		𢖵傷	2	nhớ thương	to grieve for
1494	9999999.00		總領事	3	tổng lãnh sự	consul general
1495	9999999.00		總統	2	Tổng thống	president
1496	9999999.00		總面積	3	tổng diện tích	total area
1499	9999999.00		撑蘿𣘃	3	xanh lá cây	green
1500	9999999.00		𣘃曰	2	cây viết	pen
1501	9999999.00		楛𣘃	2	gỗ cây	rough timber
1503	9999999.00		核仁	2	hạch nhân	nucleolus
1506	9999999.00		傳幀	2	truyện tranh	comic
1507	9999999.00		傳聲	2	truyền thanh	radio
1513	9999999.00		𢖵𠁀	2	nhớ đời	remember (something) all one's life
1514	9999999.00		𦓅𠁀	2	già đời	for many years of life, the whole life
1517	9999999.00		犯法	2	phạm pháp	to break the law
1518	9999999.00		法治	2	pháp trị	rule of law
1519	9999999.00		㗂法	2	tiếng pháp	french (language)
1520	9999999.00		法權	2	pháp quyền	rule of law, jurisdiction
1521	9999999.00		法屬	2	pháp thuộc	French domination
1525	9999999.00		清心	2	thanh tâm	pure mind
1526	9999999.00		心理	2	tâm lý	psychology
1527	9999999.00		中心研究	4	trung tâm nghiên cứu	research center
1528	9999999.00		關心	2	quan tâm	to care about sth., to be interested in sth./so.
1530	9999999.00		𧵆賖	2	gần xa	near and far, everywhere
1531	9999999.00		高賖	2	cao xa	unattainable
1538	9999999.00		𤎜眜	2	sáng mắt	to see clearly, to realize
1539	9999999.00		𡦂眜	2	chữ mắt	difficult character
1540	9999999.00		價眜	2	giá mắt	high price, high value
1541	9999999.00		𤯆眜	2	ngon mắt	pleasant to the eye, appealing
1543	9999999.00		北冰洋	3	Bắc Băng Dương	Arctic Ocean
1544	9999999.00		𣋀北极	3	Sao Bắc cực	North Star,Polaris
1545	9999999.00		𣋀北斗	3	Sao Bắc Đẩu	Big Dipper
1546	9999999.00		北斗七星	4	Bắc Đẩu thất tinh	Big Dipper
1547	9999999.00		淎北部	3	Vịnh Bắc Bộ	Gulf of Tonkin
1548	9999999.00		北京	2	Bắc Kinh	Beijing, Peking
1549	9999999.00		𪰂北	2	phía bắc	north, to the north
1550	9999999.00		北美	2	Bắc Mỹ	North America
1551	9999999.00		北圻	2	Bắc Kỳ	Tonkin
1552	9999999.00		沔北	2	miền bắc	northern region; northern Vietnam
1553	9999999.00		𧆄北	2	thuốc bắc	Chinese herbs
1557	9999999.00		英明	2	anh minh	sagely, wise, gifted, capable
1558	9999999.00		精明	2	tinh minh	clear
1560	9999999.00		元年	2	nguyên niên	first year of rule's reign
1561	9999999.00		元音	2	nguyên âm	vowel
1562	9999999.00		節元旦	3	tết nguyên đán	lunar new year
1563	9999999.00		紀元	2	kỷ nguyên	era, epoch
1564	9999999.00		二元	2	nhị nguyên	dual, binary
1566	9999999.00		源𤎜	2	nguồn sáng	light source
1567	9999999.00		詞源	2	từ nguyên	etymology, word origin
1570	9999999.00		西原	2	Tây Nguyên	Tây Nguyên plateau
1571	9999999.00		太原	2	Thái Nguyên	Thái Nguyên province
1573	9999999.00		次四	2	thứ tư	wednesday; fourth
1574	9999999.00		𣎃四	2	tháng tư	april
1575	9999999.00		四海	2	tư hải	the world (lit. "four oceans"), cf. 𦊚𣷷
1577	9999999.00		油咹	2	dầu ăn	cooking oil, edible oil
1581	9999999.00		𠶢哴	2	dù rằng	though; although
1582	9999999.00		默𠶢	2	mặc dầu	though; although
1587	9999999.00		價眜	2	giá mắt	high price, high value
1588	9999999.00		價市場	3	giá thị trường	market price, market rate, market value
1589	9999999.00		下價	2	hạ giá	to lower the price; to debase
1590	9999999.00		噠價	2	đặt giá	to fix a price
1592	9999999.00		𡎥空	2	ngồi không	to idle away
1596	9999999.00		場大學	3	trường đại học	university
1597	9999999.00		大工業	3	đại công nghiệp	large-scale industry
1598	9999999.00		洲大洋	3	Châu Đại Dương	Oceania
1599	9999999.00		大西洋	3	Đại Tây Dương	Atlantic Ocean
1600	9999999.00		南大洋	3	Nam Đại Dương	Antarctic Ocean
1601	9999999.00		加拿大	3	Gia Nã Đại	Canada
1602	9999999.00		大陸	2	đại lục	continent
1603	9999999.00		大本營	3	đại bản doanh	headquarters, head office
1604	9999999.00		大營	2	đại doanh	headquarters, head office
1605	9999999.00		大儒	2	đại nho	great scholar
1610	9999999.00		近代	2	cận đại	modern (times)
1616	9999999.00		庄包𣇞	3	chẳng bao giờ	never
1617	9999999.00		空包𣇞	3	không bao giờ	never
1618	9999999.00		𣇞爫役	3	giờ làm việc	working hours
1619	9999999.00		𣇞𥹰	2	giờ lâu	a long while
1624	9999999.00		形𦘧	2	hình vẽ	painting, drawing
1625	9999999.00		牟𦘧	2	màu vẽ	paint
1628	9999999.00		輪𠰘	2	luôn miệng	to talk incessantly
1630	9999999.00		公司	2	công ty	company, corporation
1633	9999999.00		伯𡛔	2	bác gái	one's father's elder sister-in-law
1637	9999999.00		造𫥨	2	tạo ra	to create
1638	9999999.00		造化	2	tạo hoá	the creator
1639	9999999.00		建造	2	kiến tạo	tectonic
1644	9999999.00		𣋚箕	2	hôm kia	the day before yesterday
1645	9999999.00		𣋚𠸗	2	hôm xưa	one long past day
1646	9999999.00		𣋚箕	2	hôm kia	the day before yesterday, two days ago
1648	9999999.00		务春	2	mùa xuân	spring (season)
1649	9999999.00		䬔务	2	gió mùa	monsoon
1650	9999999.00		爫务	2	làm mùa	to make preparations for the crops
1651	9999999.00		歇务	2	hết mùa	out of season
1652	9999999.00		务秋	2	mùa thu	autumn
1653	9999999.00		𠅍务	2	mất mùa	to have a poor crop
1654	9999999.00		姅务	2	nửa mùa	half-baked
1655	9999999.00		𣈜务	2	ngày mùa	harvest time
1659	9999999.00		庄包𣇞	3	chẳng bao giờ	never
1660	9999999.00		庄之	2	chẳng gì	nothing at all
1661	9999999.00		庄𠯆	2	chẳng nữa	otherwise
1662	9999999.00		庄他	2	chẳng thà	rather, better
1663	9999999.00		庄𣃣	2	chẳng vừa	to be not much better either, no less terrible
1664	9999999.00		庄牢	2	chẳng sao	it doesn't matter, never mind
1666	9999999.00		𦓡推	2	mà thôi	only, merely, just, not more than
1667	9999999.00		喂推	2	ôi thôi	alas
1670	9999999.00		牟綠	2	màu lục	green; green color
1671	9999999.00		牟黰	2	màu đen	black color
1672	9999999.00		牟𦘧	2	màu vẽ	paint
1674	9999999.00		𢲧戰	2	gây chiến	to provoke a war; to be a warmonger
1675	9999999.00		𢲧𡀯	2	gây chuyện	to be quarrelsome; to pick a quarrel (with sb.)
1676	9999999.00		𢲧𥩯	2	gây dựng	to found, to stablish
1680	9999999.00		引解	2	dẫn giải	to insert glosses, add marginal notes
1681	9999999.00		解義	2	giải nghĩa	to explain
1686	9999999.00		人德	2	nhân đức	humane
1687	9999999.00		㗂德	2	tiếng đức	german (language)
1688	9999999.00		德行	2	đức hạnh	righteousness and good character
1689	9999999.00		德信	2	đức tin	creed, faith
1690	9999999.00		嗣德	2	Tự Đức	Emperor Tu Duc
1691	9999999.00		帝國德	3	đế quốc đức	German Empire
1697	9999999.00		指點	2	chỉ điểm	to pinpoint, to inform, to indicate
1698	9999999.00		高點	2	cao điểm	peak, height, highest level
1699	9999999.00		拠點	2	cứ điểm	entrenched fortification
1700	9999999.00		要點	2	yếu điểm	the essential point, the main point
1702	9999999.00		𡨹意	2	giữ ý	to be thoughtful
1703	9999999.00		𡨹𠳒	2	giữ lời	to keep one's word
1704	9999999.00		𡨹𢚸	2	giữ lòng	to take care of ones heart
1705	9999999.00		𡨹𠰘	2	giữ miệng	to be cautious in one's words, to hold one's tongue
1706	9999999.00		𡨹𡊲	2	giữ chỗ	to occupy a seat
1710	9999999.00		𢚸卒	2	lòng tốt	kind, kindness
1711	9999999.00		卒数	2	tốt số	fortunate, lucky
1712	9999999.00		卒㗂	2	tốt tiếng	popular, well-reputed
1717	9999999.00		教務	2	giáo vụ	educational administration
1718	9999999.00		特務	2	đặc vụ	secret service; secret agent
1720	9999999.00		𠁦数	2	trúng số	to win (a lottery)
1722	9999999.00		𢘾𡗶	2	nhờ trời	thank heaven!
1723	9999999.00		撑䏧𡗶	3	xanh da trời	sky blue; azure
1724	9999999.00		𡗶𩅹	2	trời mưa	rainy weather
1725	9999999.00		呌𡗶	2	kêu trời	to implore God, to beseech God, to pray for help
1726	9999999.00		𩈘𡗶	2	mặt trời	sun
1730	9999999.00		𢖵𠁀	2	nhớ đời	remember (something) all one's life
1731	9999999.00		𢖵茹	2	nhớ nhà	homesick; to be sick for home
1732	9999999.00		𢖵𫥨	2	nhớ ra	to recall, to bring (something) to mind
1733	9999999.00		𢖵傷	2	nhớ thương	to grieve for
1734	9999999.00		𢖵惜	2	nhớ tiếc	to think with deep regret of
1740	9999999.00		𦣰迷	2	nằm mê	to dream, to have a dream (while sleeping)
1741	9999999.00		𠫾𦣰	2	đi nằm	to go to bed
1742	9999999.00		𦣰坭	2	nằm nơi	to be confined; to lie in
1748	9999999.00		意想	2	ý tưởng	idea, thought
1749	9999999.00		回想	2	hồi tưởng	to remember, to recall
1750	9999999.00		回想	2	hồi tưởng	to remember, to recall
1751	9999999.00		空想	2	không tưởng	fantastic, utopian
1752	9999999.00		理想	2	lý tưởng	ideal
1754	9999999.00		沔北	2	miền bắc	northern region; northern Vietnam
1755	9999999.00		沔南	2	miền nam	southern region; southern Vietnam
1756	9999999.00		沔中	2	miền trung	central region; central Vietnam
1759	9999999.00		屬𢚸	2	thuộc lòng	(to know or learn something) by heart
1760	9999999.00		學屬𢚸	3	học thuộc lòng	to memorize, to learn something by heart
1761	9999999.00		䏧屬	2	da thuộc	leather
1762	9999999.00		後屬地	3	hậu thuộc địa	post-colonial
1763	9999999.00		法屬	2	pháp thuộc	French domination
1764	9999999.00		屬性	2	thuộc tính	attribute, property
1767	9999999.00		注意	2	chú ý	to pay attention
1768	9999999.00		輔注	2	phụ chú	to annotate
1774	9999999.00		排爫	2	bài làm	task, exercise
1775	9999999.00		排講	2	bài giảng	lectures
1777	9999999.00		𨖅𢆥	2	sang năm	next year
1778	9999999.00		𨑻𨖅	2	đem sang	to carry over
1779	9999999.00		𨖅𠸜	2	sang tên	to transfer
1780	9999999.00		𨖅張	2	sang trang	to turn over a page
1782	9999999.00		伴鐄	2	bạn vàng	very dear friend
1783	9999999.00		𩵜鐄	2	cá vàng	goldfish
1784	9999999.00		鐄西	2	vàng tây	gold and copper alloy
1787	9999999.00		上旬	2	thượng tuần	first ten days of a month
1791	9999999.00		眾𠋥	2	chúng mày	you (plural, informal)
1793	9999999.00		𣛠𠖤	2	máy bay	airplane
1794	9999999.00		打𣛠	2	đánh máy	to type (on a typewriter)
1795	9999999.00		紙打𣛠	3	giấy đánh máy	typing paper, flimsy paper
1797	9999999.00		白金	2	bạch kim	platinum
1798	9999999.00		合金	2	hợp kim	alloy
1799	9999999.00		金英	2	kim anh	cherokee rose
1800	9999999.00		金朋	2	kim bằng	true friend
1801	9999999.00		𣋀金	2	Sao Kim	Venus
1803	9999999.00		當今	2	đương kim	present, current
1804	9999999.00		今古	2	kim cổ	the present and the past
1807	9999999.00		亞洲	2	á châu	Asia
1808	9999999.00		非洲	2	Phi Châu	Africa
1809	9999999.00		洲南極	3	Châu Nam Cực	Antarctica 
1810	9999999.00		洲澳	2	Châu Úc	Australia ( continent)
1811	9999999.00		洲大洋	3	Châu Đại Dương	Oceania
1812	9999999.00		满洲	2	Mãn Châu	Manchuria
1813	9999999.00		洲歐	2	châu âu	Europe
1814	9999999.00		洲亞	2	châu á	Asia
1815	9999999.00		洲非	2	châu phi	Africa
1816	9999999.00		洲美	2	Châu Mỹ	Americas, America (the NewWorld)
1817	9999999.00		洲陸	2	châu lục	continents
1819	9999999.00		籺珠	2	hạt châu	pearl
1821	9999999.00		山林	2	sơn lâm	mountain and forest, greenwood
1822	9999999.00		火山	2	hoả sơn	volcano
1826	9999999.00		菭𣎃	2	đầy tháng	one month old (age of a baby)
1827	9999999.00		菭歲	2	đầy tuổi	one year old (age of a baby)
1831	9999999.00		常日	2	thường nhật	daily
1832	9999999.00		日用	2	nhật dụng	for everyday use
1833	9999999.00		㗂日	2	tiếng nhật	japanese (language)
1834	9999999.00		𣷷日本	3	biển nhật bản	sea of japan
1835	9999999.00		日本	2	nhật bản	Japan; japanese
1840	9999999.00		朝𨱽	2	chiều dài	length
1843	9999999.00		音樂古典	4	âm nhạc cổ điển	classical music
1847	9999999.00		班迺	2	ban nãy	just a short time ago
1848	9999999.00		班𤎜	2	ban sáng	in the morning
1849	9999999.00		西班牙	3	Tây Ban Nha	Spain
