index	sequence_index	section	thai	phonetic	register	definition	note	custom-note
2226	6	112	จริงอยู่ว่า	... jing yùu wâa...		True, … / It’s true…		
2227	7	112	คุณใช้(มัน)เป็นข้ออ้าง	kun chái (man) bpen kɔ̂ɔ-âang		You’re using (it) as an excuse.		
2228	8	112	สวยวัวตายควายล้ม / หล่อวัวตายควายล้ม	sǔai wua dtaai kwaai lóm / lɔ̀ɔ wua dtaai kwaai lóm	IDIOM	Drop dead gorgeous! / Super handsome or beautiful.	The literal meaning is that cows would die and water buffalos would fall over due to one’s good looks.	
2229	9	112	โป๊ะเชะ	bpó-ché	SLANG	Nailed it! / Bingo! / Jackpot!		
2230	10	112	คุณตัดสินใจถูกแล้ว	kun dtàt-sǐn-jai tùuk lɛ́ɛo		You made the right choice.		
2231	11	112	สู้ตาย	sûu-dtaai	SLANG	Fight to the death. / Let’s do it! / Let’s do this!		
2232	12	112	อะไรทำให้คุณคิดว่า	... à-rai tam-hâi kun kít wâa...		What makes you think… ?		
2233	13	112	ทำอะไรไม่ได้นอกจาก	... tam à-rai mâi-dâi nɔ̂ɔk-jàak...		(I) can’t do anything other than…/but…/except…		
2234	14	112	ไม่ใช่ซะหน่อย	mâi-châi sá-nɔ̀i		No, that’s not it! / No, it’s not! / That’s not true at all!		
2235	15	112	ฉันหาข้อมูลมาแล้ว	chǎn hǎa kɔ̂ɔ-muun maa lɛ́ɛo		I already checked it out/researched it.		
2236	16	112	เพราะอย่างนี้	...  prɔ́-yàang-níi...	SEMI-FORMAL	That’s why… / That’s the reason why…		
2237	17	112	ดูจากสีหน้า	... duu jàak sǐi-nâa...		Judging from the look on (your) face… / (I can tell) from the look on (your) face…		
2238	18	112	ให้คำตอบไม่ได้	hâi kam-dtɔ̀ɔp mâi-dâi (		I) can’t answer that. / (I) don’t have an answer for that. / (I) can’t give an answer.		
2239	19	112	แกจะไปรู้ได้ยังไง	gɛɛ jà bpai rúu dâi yang-ngai	STRONG	How the hell would you know?! / How could you possibly know?!		
2240	20	112	ไม่มีอะไรน่าเป็นห่วง	mâi mii à-rai nâa-bpen-hùang (		There’s) nothing to worry about. / It’s nothing to worry about.		
2241	1	113	เพิ่งเริมต้น	pə̂ng rə̂əm-dtôn		We’re just getting started. / It’s just begun. / It’s just the beginning.		
2242	2	113	ฉันจะเรียกตำรวจ	chǎn jà rîak dtam-rùat		I’m gonna call the cops!		
2243	3	113	เขายังโกรธฉันอยู่	kǎo yang gròot chǎn yùu		He’s still angry with/at me.		
2244	4	113	ผมรู้ว่าผมผิด(... )	pǒm rúu wâa pǒm pìt (...)		I know I’m wrong(…)		
2245	5	113	ยังไม่บอกหนู(เลย)(ว่า... )	yang mâi bɔ̀ɔk nǔu (ləəi) (wâa...)		You haven’t told me yet(…)		
2246	6	113	ฉันดูออก(... )	chǎn duu ɔ̀ɔk (...)		I can tell. / I can see…		
2247	7	113	ยังสวยเหมือนเดิม	yang sǔai mʉ̌an-dəəm		You’re still as pretty/beautiful as ever!		
2248	8	113	เดี๋ยวตามไป	dǐao dtaam bpai		I’ll be right there. / I’ll meet you (there) in a minute. / I’ll be there soon.		
2249	9	113	พอใจแล้ว	pɔɔ-jai lɛ́ɛo		I’m satisfied. / I’m content. / It’s enough for me.		
2250	10	113	ตื่นเต้นมาก	dtʉ̀ʉn-dtên mâak		I’m so excited. / It’s so exciting.		
2251	11	113	ฉันเชื่อใน(ความรัก)	chǎn chʉ̂a nai (kwaam-rák)		I believe in (love).		
2252	12	113	มีลูกค้าประจำเยอะ	mii lûuk-káa bprà-jam yə́		We have a lot of customers who come here regularly. / She has a lot of steady clients.		
2253	13	113	ไม่เคยผิดพลาด	mâi-kəəi pìt-plâat		I never make mistakes. / He’s never wrong.		
2254	14	113	ฉันรักที่นี่(มาก)	chǎn rák tîi-nîi (mâak)		I love it here. / I love this place.		
2255	15	113	อยากกินอะไรอีกไหม	yàak gin à-rai ìik mǎi		Do you wanna have something else (to eat)?		
2256	16	113	นี่คือคำสั่ง	nîi kʉʉ kam-sàng		That’s an order!		
2257	17	113	เรื่องมันยาว	rʉ̂ang man yaao		It’s a long story.		
2258	18	113	บอกเขาแล้วหรือ	bɔ̀ɔk kǎo lɛ́ɛo rʉ̌ʉ		You told her already?!		
2259	19	113	มันคุ้มไหม	man kúm mǎi		Is it worth it? / Was it worth it?		
2260	20	113	ปากหวาน(จริงๆ)	bpàak-wǎan (jing-jing)		Such a sweet talker! / You’re so sweet! / You really know how to sweet talk!		
2261	1	114	เช่นกัน	chên-gan	SEMI-FORMAL	Me, too. / You, too. / Same here. / Likewise.		
2262	2	114	รักษาตัวด้วย	rák-sǎa dtua dûai	SEMI-FORMAL	Take care (of yourself).		
2263	3	114	น่าทึ่งมาก	nâa-tʉ̂ng mâak		(It)’s really amazing/impressive/incredible!		
2264	4	114	)ย่อมาจากอะไร	(		FYI (FYI) yɔ̂ɔ maa-jàak à-rai What does (FYI) stand for?		
2265	5	114	ทำแบบนี้ไม่ได้	tam bɛ̀ɛp-níi mâi-dâi		(You) can’t do that. / (You) can’t do this.		
2266	6	114	เขาเป็นคนดี	kǎo bpen kon dii		He’s a nice guy. / He’s a good person.		
2267	7	114	ผมจะทำให้ดู	pǒm jà tam-hâi duu		I’ll show you. (how to do it, etc.)		
2268	8	114	จำไว้ให้ดี	jam wái hâi dii		Just remember… / Keep in mind… / Bear in mind…		
2269	9	114	หลังจากนั้นผม(ก็)	... lǎng-jàak nán pǒm (gɔ̂ɔ)...		After that I… / Then I…		
2270	10	114	อยากให้คุณรู้ว่า	... yàak hâi kun rúu wâa...		I want you to know…		
2271	11	114	เขาหน้าตา(เป็น)ยังไง	kǎo nâa-dtaa (bpen) yang-ngai	INFORMAL	What does s/he look like?		
2272	12	114	อย่าแตะต้อง(อะไร)	yàa dtɛ̀-dtɔ̂ng (à-rai)		Don’t touch (anything)!		
2273	13	114	อ่าน(หมด)ทุกเล่ม(เลย)	àan (mòt) túk lêm (ləəi)		I read them all. / I’ve read each and every one.		
2274	14	114	เขายังมีชีวิตอยู่หรือเปล่า	kǎo yang mii-chii-wít-yùu rʉ̌ʉ-bplàao		Is he still alive/living?		
2275	15	114	ยังมีชีวิตอยู่	yang mii-chii-wít-yùu		(I)’m still alive.		
2276	16	114	ฉันไม่ได้บอกว่า(คุณบ้า)	chǎn mâi-dâi bɔ̀ɔk wâa (kun bâa)		I didn’t say (you were crazy).		
2277	17	114	มองอะไรวะ	mɔɔng à-rai wá	STRONG/VULGAR	What are ya lookin’ it?!		
2278	18	114	พอใจหรือยัง	pɔɔ-jai rʉ̌ʉ-yang		Are you satisfied (now)? / Satisfied?		
2279	19	114	จริงรึเปล่า	jing rʉ́-bplàao		Is it true? / Really?		
2280	20	114	ไม่เคยได้ยิน	mâi-kəəi dâi-yin		Never heard it. / Never heard of him.		
2281	1	115	มีเวลาน้อย	mii wee-laa nɔ́ɔi		(I) don’t have much time. / (I) have little time (for)…		
2282	2	115	ใครเป็นคนทำ	krai bpen kon tam		Who did it? / Who made it?		
2283	3	115	ฟังฉันนะ	fang chǎn ná		Listen to me.		
2284	4	115	หันหลัง(สิ)(ค่ะ)	hǎn-lǎng (sì)(kà)		Turn around.		
2285	5	115	ไม่ใช่ตอนนี้	mâi-châi dtɔɔn-níi		Not now!		
2286	6	115	อายุเท่าไหร่	aa-yú tâo-rài		How old are you? / How old is she?		
2287	7	115	มันจบแล้ว	man jòp lɛ́ɛo		It’s over. / It’s finished.		
2288	8	115	พอไหม(คะ)	pɔɔ mǎi (ká)		Is that enough? / Will that do?		
2289	9	115	ตอนนี้เลย	dtɔɔn-níi ləəi		(Right) now!		
2290	10	115	ไปมาแล้ว	bpai maa lɛ́ɛo		I’ve already been (there). / I went there already.		
2291	11	115	เจ็บไหม	jèp mǎi		Does it hurt?		
2292	12	115	เจ็บตรงไหน	jèp dtrong-nǎi		Where does it hurt?		
2293	13	115	ฉันชอบ	(		X) มากกว่า (Y) chǎn chɔ̂ɔp (X) mâak-gwàa (Y) I like (X) more than (Y).		
2294	14	115	ชอบไหม	chɔ̂ɔp mǎi		Do you like it? / Do you like her?		
2295	15	115	ฟังดูดี	fang duu dii		Sounds good.		
2296	16	115	ขอบคุณมาก(นะคะ)	kɔ̀ɔp-kun mâak (ná-ká)		Thank you very much.		
2297	17	115	เขามาทำอะไร	kǎo maa tam à-rai		What was he doing here? / What is she doing here?		
2298	18	115	หยุดไม่ได้	yùt mâi-dâi		I can’t stop. / I couldn’t stop.		
2299	19	115	ผมรอได้	pǒm rɔɔ dâi		I can wait.		
2300	20	115	ไม่ได้บอก(ค่ะ)	mâi-dâi bɔ̀ɔk (kà)		He didn’t say. / He didn’t tell me.		
2301	1	116	ตรงเวลาเป๊ะเลย	dtrong-wee-laa bpé ləəi		Right on time! / Just in time!		
2302	2	116	มันไม่ใช่เรื่องง่ายๆ	man mâi-châi rʉ̂ang ngâai-ngâai		It’s not a simple matter. / It’s not (so) easy.		
2303	3	116	ไม่เกินไปหน่อยหรอ	mâi gəən-bpai nɔ̀i rə̌ə	STRONG	It’s it a bit too much? / Isn’t that going too far? / Isn’t that overkill? / Isn’t that a bit extreme?		
2304	4	116	ต้องมีอะไรบ้าง	dtɔ̂ng mii à-rai bâang		There has to be something. / There’s gotta be something.		
2305	5	116	ผมจะอยู่เคียงข้างคุณ	pǒm jà yùu kiang-kâang kun		I’ll be by your side. / I’ll be with you.		
2306	6	116	เลิกยุ่งกับฉัน(ซะที)(เถอะ)	lə̂ək yûng-gàp chǎn (sá-tii) (tə̀)	STRONG	Leave me alone! / Stop messing with me! / Stop bugging me!	ซะที (sá-tii) is a casual version of เสียที (sǐa-tii), which is a particle urging that one wants something to happen soon or finally.	
2307	7	116	เขาออกจากโรงพยาบาลแล้ว	kǎo ɔ̀ɔk-jàak roong-pá-yaa-baan lɛ́ɛo		She got out of the hospital. / She left the hospital. / She was discharged.		
2308	8	116	ไม่ว่าเกิดอะไรขึ้น(ก็ตาม)	... mâi-wâa gə̀ət à-rai kʉ̂n (gɔ̂ɔ-dtaam)...		No matter what happens… / Whatever happens…		
2309	9	116	ต้องดูก่อน(ว่า... )	dtɔ̂ng duu gɔ̀ɔn (wâa)...		We’ll have to see(…) / We’ll see(…)		
2310	10	116	…กลับมาเหมือนเดิม	...glàp-maa mʉ̌an-dəəm		…back to normal. / …back to as before. / …the same as (it) used to be.		
2311	11	116	อีกอย่างหนึ่ง	... ìik yàang nʉ̀ng...		And another thing… / Besides…		
2312	12	116	ลึกๆในใจ	... lʉ́k-lʉ́k nai jai...		Deep down… / Deep inside my heart…		
2313	13	116	ต้องทำตามสัญญา	dtɔ̂ng tam-dtaam sǎn-yaa (		You) must keep your promise. / (I) have to keep my promise.		
2314	14	116	เหมือนเคยเจอที่ไหนมาก่อน	mʉ̌an kəəi jəə tǐi-nǎi maa-gɔ̀ɔn		It’s like I’ve seen (him) somewhere before.		
2315	15	116	(การผ่าตัด)เป็นไปด้วยดี	(gaan-pàa-dtàt) bpen-bpai dûai-dii (		The operation) went well/smoothly.		
2316	16	116	ตลกตายล่ะ	dtà-lòk dtaai (lâ)	SARCASTIC	Very funny. (meaning it’s not really funny)		
2317	17	116	ไม่มีวันเป็นไปได้	mâi-mii-wan bpen-bpai-dâi (		It) will never happen. / (It) will never work.		
2318	18	116	ยอมไม่ได้แน่ๆ	yɔɔm mâi-dâi nɛ̂ɛ-nɛ̂ɛ		(I) can’t let that happen! / (I) can’t let you do that! / (I) can’t allow that!		
2319	19	116	พูดไปเรื่อย	pûut bpai rʉ̂ai		(You)’re rambling. / (You)’re talking aimlessly.		
2320	20	116	ฉันไม่ว่า(อะไร)	chǎn mâi wâa (à-rai)		It didn’t bother me. / It was fine with me. / I was cool with it. / I didn’t mind./(=I didn’t say anything because it was fine with me.)		
2321	1	117	ขออะไรอย่าง(หนึ่ง)ได้ไหม	kɔ̌ɔ à-rai yàang (nʉ̀ng) dâi-mǎi		Can (I) ask you a favor? / Will you do something for (me)?		
2322	2	117	มีอะไร(จะพูด)ก็พูดมา(สิ)	mii à-rai (jà pûut) gɔ̂ɔ pûut maa (sì)	INFORMAL	If you have something to say, (just) say it.		
2323	3	117	ผมต่างหากที่ต้องขอบคุณคุณ	pǒm dtàang-hàak tîi dtɔ̂ng kɔ̀ɔp-kun kun		I should be the one thanking you. / I should be doing the thanking.		
2324	4	117	เราเข้าใจตรงกัน	rao kâo-jai dtrong-gan		We’re in agreement. / We’re on the same page. / We have an understanding.		
2325	5	117	ไม่เห็นเป็นไรเลย	mâi hěn bpen-rai ləəi	INFORMAL	No, it’s okay. / It’s alright. / It’s fine. (=It’s not a problem or big deal.)	ไร (rai) is a shortened form of อะไร (à-rai).	
2326	6	117	คืออย่างนี้	... kʉʉ yàang-níi		It’s like this… / I mean… (used when explaining something)		
2327	7	117	คืองี้	...  kʉʉ ngíi	INFORMAL	It’s like this… / I mean… (used when explaining something)		
2328	8	117	คนสมัยนี้	... kon sà-mǎi níi...		People nowadays… / People today… / People these days…		
2329	9	117	ถ้ามีอะไรผิดปกติ	... tâa mii à-rai pìt-bpòk-gà-dtì...		If there’s anything unusual… / If something goes wrong… / If anything is out of the ordinary…	ปกติ (bpàk-gà-dtì) is an alternative pronunciation.	
2330	10	117	มัน(จะ)เกิดขึ้นไม่ได้	man (jà) gə̀ət-kʉ̂n mâi-dâi		That can’t happen. / That’s never gonna happen.		
2331	11	117	เป็นอย่างที่คุณคิด	bpen yàang-tîi kun kít		It was just like you said.		
2332	12	117	เอาไปไหน	ao bpai-nǎi		Where are you going with that? / Where are you taking that?		
2333	13	117	โคตรเจ๋งเลย	kôot jěng ləəi	INFORMAL/MAINLY TEENAGE	Totally awesome! / Freakin’ cool man!		
2334	14	117	เราจะ(แกล้ง)ทำเป็นไม่รู้จักกัน	rao jà (glɛ̂ɛng) tam-bpen mâi-rúu-jàk gan		We’ll pretend we don’t know each other.		
2335	15	117	แกรู้มั้ยว่าทำอะไรลงไป	gɛɛ rúu mái wâa tam à-rai long bpai		Do you know what you’ve done?!		
2336	16	117	ชักช้าจริง	chák-cháa jing		(You)’re so slow! (hurry!) / (He)’s driving so slow! (hurry up!)		
