sentenceId	thai	phonetic	english	level
521-14.	มันให้ความรู้สึกราวกับว่า...	man hâi kwaam-rúu-sʉ̀k raao-gàp wâa...	 It feels as though… / It gives you a feeling like… 	high-intermediate
521-15.	…ถูกไฟไหม้เสียหายทั้งหลัง	...tùuk fai-mâi sǐa-hǎai táng lǎng	 (The house) was completely destroyed in the fire.	high-intermediate
521-16.	(เขา)เดินต่อไปเรื่อยๆ	(kǎo) dəən dtɔ̀ɔ-bpai rʉ̂ai-rʉ̂ai	 (He) kept walking and walking. / (He) walked on and on. / Keep walking.	high-intermediate
521-17.	(ผม)แค่พูดให้ฟัง(เฉย ๆ)	(pǒm) kɛ̂ɛ pûut hâi fang (chə̌əi-chə̌əi)	 (I)’m just telling you. / Just sayin’.	high-intermediate
521-18.	ผมพยายามทุกวิธีแล้ว	pǒm pá-yaa-yaam túk wí-tii lɛ́ɛo	 I’ve tried everything. / I’ve tried every method.	high-intermediate
521-19.	คุณเลือกเอา	INFORMAL kun lʉ̂ak ao	 Take your pick. / You choose. / Make your choice.	high-intermediate
521-20.	หวังว่าจะมีโอกาสได้พบกันอีก	wǎng-wâa jà mii-oo-gàat dâi póp-gan ìik	 I hope we’ll have a chance to meet again. 	high-intermediate
522-1.	มันช่างแตกต่างกัน	man châng dtɛ̀ɛk-dtàang gan	 It’s very different. / It’s so different.  	high-intermediate
522-2.	(ฉัน)อธิบายเป็นคำพูดไม่ได้	(chǎn) à-tí-baai bpen kam-pûut mâi-dâi	 (I) can’t explain it in words. / (I) can’t put it in words. 	high-intermediate
522-3.	หัวใจฉันเต้นรัว / ใจเต้นรัว	hǔa-jai chǎn dtên-rua / jai dtên-rua	 My heart is pounding. / My heart is beating rapidly.	high-intermediate
522-4.	มันเกิดขึ้นพร้อมๆกัน	man gə̀ət-kʉ̂n prɔ́ɔm-prɔ́ɔm-gan	 It happened at the same time. / It happened simultaneously.	high-intermediate
522-5.	มีอะไรเพิ่มเติมไหม(คะ)	mii à-rai pə̂əm-dtəəm mǎi (ká)	 Do you have anything to add? / Anything else you’d like to say?	high-intermediate
522-6.	ไม่อยากจะเชื่อหูตัวเอง	mâi-yàak jà chʉ̂a hǔu dtua-eeng	 He could hardly believe his ears! / I can’t believe what I’m hearing!	high-intermediate
522-7.	แต่ละคนก็ไม่เหมือนกัน	dtɛ̀ɛ-la-kon gɔ̂ɔ mâi-mʉ̌an-gan	 Everyone’s different. / Each person is different.	high-intermediate
522-8.	อยากสะสมให้ครบ(ชุด)	yàak sà-sǒm hâi króp (chút)	 (I) wanna collect every (set). 	high-intermediate
522-9.	คุณเอาไปไว้ที่ไหน / เอาไปไว้ไหน / เอาไปไว้... ที่ไหน	kun ao bpai wái tîi-nǎi / ao bpai wái nǎi / ao bpai wái... tîi-nǎi	 Where did you put it? / Where are you keeping it? / Where did you put… ?	high-intermediate
522-10.	อดกังวลไม่ได้(ว่า...)	òt gang-won mâi-dâi (wâa...)	 I can’t help but worry (…) / He couldn’t stop worrying (that…)	high-intermediate
522-11.	…อยู่ในสภาพทรุดโทรม	...yùu nai sà-pâap sút-soom	 …(it) is in a state of disrepair. /  …(it) was dilapidated.	high-intermediate
522-12.	(…)เยอะขนาดนี้เลยเหรอ	(...) yə́ kà-nàat-níi ləəi rə̌ə	 That much?! / This many?!	high-intermediate
522-13.	(…)เทียบไม่ติดเลย	(...) tîap-mâi-dtìt ləəi	 (It) doesn’t even compare. / (It) can’t hold a candle to… / (It)’s incomparable.	high-intermediate
522-14.	ฉันจำได้รางๆ(ว่า...)	chǎn jam-dâi raang-raang (wâa...)	 I remember vaguely (…) / I vaguely remember (…) 	high-intermediate
522-15.	(เธอ)ทำหน้างงๆ(ถามว่า...)	(təə) tam-nâa ngong-ngong (tǎam wǎa...)	 (She) made a confused face (and asked…)	high-intermediate
522-16.	ใครกันที่เป็นคน(รู้ใจ)	krai gan tîi bpen kon (rúu-jai)	 Who’s the one who (knows you well)?  / Who’s the person who (knows you well)?	high-intermediate
522-17.	มีอะไรจะแก้ตัวมั้ย / มีอะไรจะแก้ตัวไหม	INFORMAL/STRONG mii à-rai jà gɛ̂ɛ-dtua mái / mii à-rai jà gɛ̂ɛ-dtua mǎi	 Do you have any excuse? / Do you have anything to say for yourself?	high-intermediate
522-18.	ถึงที่หมายแล้ว	tʉ̌ng tîi-mǎai lɛ́ɛo	 We’ve arrived at our destination.	high-intermediate
522-19.	เป็นกำลังใจให้ด้วยนะ	bpen-gam-lang-jai hâi dûai ná	 Wish me luck!	high-intermediate
522-20.	ไม่ได้พูดจากันเลย(สักคำ) / ไม่ได้พูดกันเลย(สักคำ)	mâi-dâi pûut-jaa gan ləəi (sàk kam) / mâi-dâi pûut gan ləəi (sàk kam)	 They didn’t say a word to each other. 	high-intermediate
523-1.	เชิญตามสบาย(นะคะ)	chəən dtaam sà-baai (ná-ká)	 Make yourself at home. / As you please.  	high-intermediate
523-2.	(เธอ)นึกอะไรขึ้นมาได้	(təə) nʉ́k à-rai kʉ̂n maa dâi	 (She) just remembered something. / (She) just thought of something. 	high-intermediate
523-3.	(ฉัน)ผ่านมาหมดแล้ว	(chǎn) pàan maa mòt lɛ́ɛo	 (I)’ve been through it all before!	high-intermediate
523-4.	ให้มันจริงเถอะ / ให้มันจริงเหอะ	INFORMAL hâi man jing tə̀ / hâi man jing hə̀	 Hope that’s true. / May it be true.  (what you said)	high-intermediate
523-5.	มันยิ่งยากขึ้นไปอีก	man yîng yâak kʉ̂n bpai ìik	 That’s even harder. / It’s even more difficult.	high-intermediate
523-6.	ขอกินด้วยคน(ค่ะ)	kɔ̌ɔ gin dûai-kon (kà)	 Can I have some, too? / Will you share that with me?	high-intermediate
523-7.	(ท่าน)ได้รับแต่งตั้งให้เป็น(ประธานกรรมการ)	FORMAL   (tân) dâi-ráp-dtɛ̀ng-dtâng hâi bpen (bprà-taan-gam-má-gaan)	 (He) was appointed as (Chairman of the Board).  / (She) was appointed to be (Chairwoman of the Board). 	high-intermediate
523-8.	มีโอกาสมากแค่ไหนที่จะ(เป็นมหาเศรษฐี)	mii oo-gàat mâak-kɛ̂ɛ-nǎi tîi-jà (bpen má-hǎa-sèet-tǐi)	 What are the odds of you (becoming a millionaire)? / What are the chances of me (becoming a millionaire)? 	high-intermediate
523-9.	ทานอาหารที่ดีมีประโยชน์ / กินอาหารที่ดีมีประโยชน์	taan aa-hǎan tîi dii mii-bprà-yòot / gin aa-hǎan tîi dii mii-bprà-yòot	 Eat good, nutritious food.	high-intermediate
523-10.	ขอขอบคุณจากใจจริง(สำหรับ...)	FORMAL kɔ̌ɔ kɔ̀ɔp-kun jàak jai-jing (sǎm-ràp...)	 I truly thank you (for…) / Thank you very much (for…)	high-intermediate
523-11.	เดาไม่ออกเลยว่า...	dao-mâi-ɔ̀ɔk ləəi wâa...	 (I) cannot guess…	high-intermediate
523-12.	นับตั้งแต่วันนั้น...	náp-dtâng-dtɛ̀ɛ wan-nán...	 Since that day… / Ever since that day…	high-intermediate
523-13.	รู้สึกดีใจมากที่มีโอกาสได้...	rúu-sʉ̀k dii-jai mâak tîi mii oo-gàat dâi...	 I’m very happy to have the opportunity to… / He was delighted to have a chance to…	high-intermediate
523-14.	คงมีชีวิตอยู่ได้อีกไม่นาน	kong mii-chii-wít yùu dâi ìik mâi-naan	 He probably won’t be around much longer. / She probably won’t live much longer. 	high-intermediate
523-15.	(มัน)อยู่ลึกเข้าไปข้างใน	(man) yùu lʉ́k kâo-bpai kâang-nai	 (It)’s deep inside.  / (It)’s located deep inside. 	high-intermediate
523-16.	ตั้งแต่(วันนี้)เป็นต้นไปจนถึง(วันที่ 31 ธันวาคม)	dtâng-dtɛ̀ɛ (wan-níi) bpen-dtôn-bpai jon-tʉ̌ng (wan-tîi sǎam-sìp-èt tan-waa-kom)	 From (today) until (the 31st of December). / From (today) onwards until (the 31st of December).	high-intermediate
523-17.	(คุณ)มีวิธีคิดที่แตกต่างจาก(คนอื่น)	(kun) mii wí-tii kít tîi dtɛ̀ɛk-dtàang jàak (kon-ʉ̀ʉn)	 (Your) way of thinking is different (from others). / The way (you) think is different (from other people).	high-intermediate
523-18.	ฉันไม่ขออะไรมากหรอก	chǎn mâi kɔ̌ɔ à-rai mâak lɔ̀k	 I don’t ask for much. / I’m not asking for much.	high-intermediate
523-19.	ติดต่อกลับด้วย(ครับ)	dtìt-dtɔ̀ɔ glàp dûai (kráp)	 Please get back to me. / Please call me back.	high-intermediate
523-20.	ปล่อยให้มันผ่านไป	bplɔ̀i-hâi man pàan-bpai	 Let it go. / Give it up. 	high-intermediate
525-1.	โคตรเท่มาก	INFORMAL   kôot têe mâak	 That’s so cool! / He’s so cool! 	high-intermediate
525-2.	คุณนี่มันเลวจริงๆ	STRONG/ANGRY kun nîi man leeo jing-jing	 You’re so bad! / You’re really terrible!	high-intermediate
525-3.	โพล่งขึ้นมาว่า (‘เดี๋ยวก่อน’) 	plôong-kʉ̂n maa wâa ('dǐao-gɔ̀ɔn')	 (She) blurted out “Wait!”	high-intermediate
525-4.	น่าขนลุกจริงๆ	nâa-kǒn-lúk jing-jing	 That’s really creepy! / So creepy!	high-intermediate
525-5.	ทำไมต้องเจอเรื่องแบบนี้ด้วย	tam-mai dtɔ̂ng jəə rʉ̂ang bɛ̀ɛp-níi dûai	 Why do I have to have this kind of thing happen to me?!	high-intermediate
525-6.	ไม่ค่อยตื่นเต้นเท่าไหร่	mâi-kɔ̂i dtʉ̀ʉn-dtên tâo-rài	 I’m not so excited. / I’m not really that excited.	high-intermediate
525-7.	เขาใช้ฝ่ามือตบหน้าเธอ	kǎo chái fàa-mʉʉ dtòp-nâa təə	 He slapped her in the face (with the palm of his hand).	high-intermediate
525-8.	ถูกนำตัวส่งโรงพยาบาล / ถูกนำตัวส่งไปโรงพยาบาล	tùuk nam-dtua sòng roong-pá-yaa-baan / tùuk nam-dtua sòng bpai roong-pá-yaa-baan	 (He) was taken to the hospital.	high-intermediate
525-9.	(ฉัน)คงอยู่ได้อีกไม่นาน	(chǎn) kong-yùu-dâi ìik-mâi-naan	 (I) won’t be around for much longer.  (will die soon)	high-intermediate
525-10.	(ผม)อดนึกสงสัยไม่ได้ว่า...	(pǒm) òt nʉ́k-sǒng-sǎi mâi-dâi wâa...	 (I) can’t help but wonder… / (I) couldn’t help wondering…	high-intermediate
525-11.	…สามารถบรรจุผู้โดยสารได้ (220 คน)	...sǎa-mâat ban-jù pûu-dooi-sǎan dâi (sɔ̌ɔng-rɔ́ɔi-yîi-sìp kon)	 …(it) has a capacity of (200) passengers. / …(it) holds (200) passengers. 	high-intermediate
525-12.	(ผม)ไม่คาดคิดมาก่อนว่า...	(pǒm) mâi-kâat-kít maa-gɔ̀ɔn wâa...	 (I) never expected… / (I) didn’t expect…	high-intermediate
525-13.	ทั้งหมดเริ่มต้นขึ้นจาก... / ทั้งหมดเริ่มต้นจาก...	táng-mòt rə̂əm-dtôn-kʉ̂n jàak... / táng-mòt rə̂əm-dtôn jàak...	 It all started from… / It all began when…	high-intermediate
525-14.	มีอายุขัยสั้น	FORMAL mii aa-yú-kǎi sân	 (They) have a short life span. 	high-intermediate
525-15.	ไว้มีโอกาสเจอกันใหม่	waí mii-oo-gàat jəə-gan mài	 Let’s meet again when we get a chance. / Let’s meet again sometime.	high-intermediate
525-16.	(ผม)ไม่ชอบอยู่นิ่งๆ	(pǒm) mâi-chɔ̂ɔp yùu nîng-nîng	 (I) don’t like to just sit still. / (I) don’t like to be inactive.	high-intermediate
525-17.	มีอายุขัยประมาณ(10-12 ปี)	FORMAL mii aa-yú-kǎi bprà-maan (sìp tʉ̌ng sìp-sɔ̌ɔng bpii)	 (They) have a lifespan of about (10-12 years).	high-intermediate
525-18.	(ชิวาวา)สามารถเข้ากับเด็กได้ดี	(chí-waa-waa) sǎa-mâat kâo-gàp dèk dâi-dii	 (Chihuahua)’s get along with children well.	high-intermediate
525-19.	(เรื่องนี้)ปล่อยผ่านไม่ได้	(rʉ̂ang-níi) bplɔ̀i pàan mâi-dâi	 (We) can’t just let this go.  (we have to take action)	high-intermediate
525-20.	พูดแล้วก็ขนลุก	pûut lɛ́ɛo gɔ̂ɔ kǒn-lúk	 It gives me the goosebumps!   (what someone said) 	high-intermediate
526-1.	(เรา)มีโอกาสแค่ครั้งเดียว	(rao) mii-oo-gàat kɛ̂ɛ kráng-diao	 (We) only have one chance. / (We) only have one shot at this. 	high-intermediate
526-2.	โทรไปไม่ติดเลย	too bpai mâi-dtìt ləəi	 I called but I couldn’t get connected. / He called but he couldn’t get through.(phone is turned off, etc.)	high-intermediate
526-3.	จะให้เชื่อเหรอ	INFORMAL/INCREDULOUS   jà hâi chʉ̂a rə̌ə	 You expect me to believe you?! / You think I’m gonna believe that?!	high-intermediate
526-4.	(เรา)ไม่ค่อยถนัดเรื่อง(นี้เท่าไหร่)	(rao) mâi-kɔ̂i tà-nàt rʉ̂ang (níi tâo-rài)	 (I)’m not so good at (this).	high-intermediate
526-5.	ฝนหายแล้ว	LITERARY   fǒn hǎai lɛ́ɛo	 It’s stopped raining. / The rain has stopped.	high-intermediate
526-6.	อยากให้เป็นแบบนั้นเหรอ	yàak-hâi bpen bɛ̀ɛp-nán rə̌ə	 Is that how you want it? / Is that what you want to happen?	high-intermediate
526-7.	เปลี่ยนแปลงอะไรไม่ได้	bplìan-bplɛɛng à-rai mâi-dâi	 (You) can’t change anything.	high-intermediate
526-8.	รถจอดอยู่ริมถนน	rót jɔ̀ɔt yùu rim tá-nǒn	 The car was parked on the side of the road. / The cars are parked on along the roadside. 	high-intermediate
526-9.	เขายิ้มเขินๆ	kǎo yím kə̌ən-kə̌ən	 He smiled shyly. / She smiled embarrassed.	high-intermediate
526-10.	ตอนนี้เป็นโอกาสเหมาะ(ที่...)	dtɔɔn-níi bpen oo-gàat mɔ̀ (tîi...)	 Now is the right time (to…) / Now is a good time (to…)	high-intermediate
